MAESTRÍA |  |  |  | 
 |  |  |  | UNIVERSIDAD DEL VALLE DE ATEMAJAC - PLANTEL LA PIEDAD                                                                                                                                        
 |  |  |  | UNIVERSIDAD DEL VALLE DE ATEMAJAC - PLANTEL LAGOS DE MORENO                                                                                                                             
 |  |  |  | UNIVERSIDAD DEL VALLE DE ATEMAJAC - PLANTEL LEÓN                                                                                                                                              
 |  |  |  | UNIVERSIDAD DEL VALLE DE ATEMAJAC - PLANTEL TEPIC                                                                                                                                              
 |  |  |  | UNIVERSIDAD DEL VALLE DE ATEMAJAC - PLANTEL ZAMORA                                                                                                                                          
 |  |  |  | UNIVERSIDAD DEL VALLE DE MÉXICO                                                                                                                                                                 |     
 |  |  |  | UNIVERSIDAD DEL VALLE DE MÉXICO - CAMPUS AGUASCALIENTES                                                                                                                                   
 |  |  |  | UNIVERSIDAD DEL VALLE DE MÉXICO - CAMPUS QUERÉTARO                                                                                                                                          
 |  |  |  | UNIVERSIDAD DEL VALLE DE MÉXICO - CAMPUS SALTILLO                                                                                                                                             
 |  |  |  | UNIVERSIDAD DEL VALLE DE MÉXICO - CAMPUS SAN LUIS POTOSÍ                                                                                                                                    
 |  |  |  | UNIVERSIDAD DEL VALLE DE MÉXICO - CAMPUS TUXTLA GUTIÉRREZ                                                                                                                                 
 |  |  |  | UNIVERSIDAD DEL VALLE DE MÉXICO - ESTADO DE MÉXICO                                                                                                                                            
 |  |  |  | UNIVERSIDAD DEL VALLE DE ORIZABA                                                                                                                                                                    
 |  |  |  | UNIVERSIDAD DEL VALLE DE PUEBLA |  A C                                                                                                                                                                 
 |  |  |  | UNIVERSIDAD ECATEPEC                                                                                                                                                                                    
 |  |  |  | UNIVERSIDAD ETAC |  S C                                                                                                                                                                                     
 |  |  |  | UNIVERSIDAD EUROMEXICANA                                                                                                                                                                             
 |  |  |  | UNIVERSIDAD FRAY LUCA PACCIOLI                                                                                                                                                                       
 |  |  |  | UNIVERSIDAD IBEROAMERICANA                                                                                                                                                                           
 |  |  |  | UNIVERSIDAD IBEROAMERICANA LAGUNA                                                                                                                                                                 
 |  |  |  | UNIVERSIDAD INTERAMERICANA DEL NORTE                                                                                                                                                            
 |  |  |  | UNIVERSIDAD INTERAMERICANA DEL NORTE - CAMPUS CAMPECHE                                                                                                                                   
 |  |  |  | UNIVERSIDAD INTERAMERICANA DEL NORTE - CAMPUS SAN LUIS POTOSÍ                                                                                                                           
 |  |  |  | UNIVERSIDAD INTERAMERICANA DEL NORTE - CAMPUS TABASCO                                                                                                                                    
 |  |  |  | UNIVERSIDAD INTERNACIONAL DE LA PAZ                                                                                                                                                                 
 |  |  |  | UNIVERSIDAD ISTMO AMERICANA                                                                                                                                                                          
 |  |  |  | UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO                                                                                                                                                        
 |  |  |  | UNIVERSIDAD LA SALLE CUERNAVACA |  A C                                                                                                                                                               
 |  |  |  | UNIVERSIDAD LA SALLE MORELIA |  A C                                                                                                                                                                     
 |  |  |  | UNIVERSIDAD LA SALLE PACHUCA |  A C                                                                                                                                                                    
 |  |  |  | UNIVERSIDAD LA SALLE VICTORIA                                                                                                                                                                          
 |  |  |  | UNIVERSIDAD LA SALLE |  A C                                                                                                                                                                                 
 |  |  |  | UNIVERSIDAD MEXICANA DEL NORESTE                                                                                                                                                                  
 |  |  |  | UNIVERSIDAD MEXICANA |  S C                                                                                                                                                                               
 |  |  |  | UNIVERSIDAD MEXICANA |  S C  - PLANTEL VERACRUZ                                                                                                                                                    
 |  |  |  | UNIVERSIDAD MÉXICO AMERICANA DEL NORTE                                                                                                                                                          
 |  |  |  | UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO                                                                                                                                            
 |  |  |  | UNIVERSIDAD MODELO                                                                                                                                                                                      
 |  |  |  | UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO                                                                                                                                                        
 |  |  |  | UNIVERSIDAD PABLO GUARDADO CHÁVEZ                                                                                                                                                                
 |  |  |  | UNIVERSIDAD POPULAR AUTÓNOMA DEL ESTADO DE PUEBLA                                                                                                                                        
 |  |  |  | UNIVERSIDAD POPULAR AUTÓNOMA DEL ESTADO DE PUEBLA - CAMPUS TEHUACÁN                                                                                                              
 |  |  |  | UNIVERSIDAD REGIONAL DEL SURESTE                                                                                                                                                                   
 |  |  |  | UNIVERSIDAD SALAZAR                                                                                                                                                                                      
 |  |  |  | UNIVERSIDAD TECNOLÓGICA AMERICANA                                                                                                                                                                
 |  |  |  | UNIVERSIDAD VALLE DEL GRIJALVA                                                                                                                                                                       
 |  |  |  | UNIVERSIDAD VASCO DE QUIROGA |  A C                                                                                                                                                                   
 |  |  |  | UNIVERSIDAD YMCA                                                                                                                                                                                          
 |  |  | Administración con Enfoque Estratégico | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS                                                                                                                                                               
 |  |  | Administración de Agronegocios | 
 |  |  |  | INSTITUTO TECNOLÓGICO DE SONORA                                                                                                                                                                    
 |  |  | Administración de Calidad en la Gestión Pública | 
 |  |  |  | INSTITUTO DE ADMINISTRACIÓN PÚBLICA DEL ESTADO DE PUEBLA |  A C                                                                                                                             
 |  |  | Administración de Empresas | 
 |  |  |  | CENTRO DE ESTUDIOS AVANZADOS EN ADMINISTRACIÓN |  A C                                                                                                                                         
 |  |  |  | FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS |  PUEBLA                                                                                                                                                 
 |  |  |  | UNIVERSIDAD ANÁHUAC DEL SUR |  A C                                                                                                                                                                     
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE FRESNILLO                                                                                                                                                                
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE GUADALAJARA                                                                                                                                                            
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN                                                                                                                                                              
 |  |  |  | UNIVERSIDAD AUTÓNOMA DEL NORESTE |  A C                                                                                                                                                     |     |    
 |  |  |  | UNIVERSIDAD CUAUHTÉMOC |  A C  - PLANTEL GUADALAJARA                                                                                                                                          
 |  |  |  | UNIVERSIDAD CHAPULTEPEC |  A C                                                                                                                                                                          
 |  |  |  | UNIVERSIDAD DE LAS AMÉRICAS |  A C  - CIUDAD DE MÉXICO                                                                                                                                            
 |  |  |  | UNIVERSIDAD DE MONTEMORELOS                                                                                                                                                                        
 |  |  |  | UNIVERSIDAD DE MONTERREY                                                                                                                                                                             
 |  |  |  | UNIVERSIDAD DEL DESARROLLO DEL ESTADO DE PUEBLA                                                                                                                                             
 |  |  |  | UNIVERSIDAD INTERAMERICANA |  A C                                                                                                                                                                      
 |  |  | Administración de Empresas Agropecuarias | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS                                                                                                                                                               
 |  |  | Administración de Empresas para Ejecutivos | UNIVERSIDAD OLMECA |  A C                                                                                                                                                                                 
 |  |  |  | 
 |  |  | Administración de Hospitales y Servicios de Salud | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS                                                                                                                                                               
 |  |  | Administración de Impuestos | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ                                                                                                                                                          
 |  |  | Administración de Instituciones de Salud | 
 |  |  |  | UNIVERSIDAD DE GUADALAJARA                                                                                                                                                                           
 |  |  |  | UNIVERSIDAD LA SALLE |  A C                                                                                                                                                                                 
 |  |  | Administración de Instituciones Educativas | 
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY                                                                                                                           
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY - CAMPUS CENTRAL DE VERACRUZ                                                                                 
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY - CAMPUS CIUDAD JUÁREZ                                                                                           
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY - CAMPUS IRAPUATO                                                                                                  
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY - CAMPUS SALTILLO                                                                                                   
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY - CAMPUS SINALOA                                                                                                    
 |  |  |  | UNIVERSIDAD DEL VALLE DE PUEBLA |  A C  - PLANTEL TEHUACÁN                                                                                                                                     
 |  |  | Administración de Justicia | 
 |  |  |  | INSTITUTO DE ESTUDIOS JUDICIALES DE SAN LUIS POTOSÍ                                                                                                                                            
 |  |  |  | INSTITUTO NACIONAL DE CIENCIAS PENALES                                                                                                                                                            
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE VERACRUZ                                                                                                                                                                 
 |  |  |  | UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO                                                                                                                                                        
 |  |  | Administración de la Atención de EnfermerÍa | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ                                                                                                                                                          
 |  |  | Administración de la Calidad | 
 |  |  |  | UNIVERSIDAD AMÉRICA LATINA                                                                                                                                                                            
 |  |  |  | UNIVERSIDAD DEL DESARROLLO DEL ESTADO DE PUEBLA                                                                                                                                             
 |  |  |  | UNIVERSIDAD DEL VALLE DE MÉXICO                                                                                                                                                                      
 |  |  | Administración de la Calidad Integral | 
 |  |  |  | UNIVERSIDAD DE MONTERREY                                                                                                                                                                             
 |  |  | Administración de la Calidad Total | 
 |  |  |  | UNIVERSIDAD DEL NORTE |  A C                                                                                                                                                                              
 |  |  | Administración de la Construcción | 
 |  |  |  | INSTITUTO TECNOLÓGICO DE LA CONSTRUCCIÓN - SEDE CHILPANCINGO                                                                                                                           
 |  |  |  | INSTITUTO TECNOLÓGICO DE LA CONSTRUCCIÓN - SEDE MEXICALI                                                                                                                                   
 |  |  |  | INSTITUTO TECNOLÓGICO DE LA CONSTRUCCIÓN - SEDE MORELOS                                                                                                                                  
 |  |  |  | INSTITUTO TECNOLÓGICO DE LA CONSTRUCCIÓN - SEDE QUERÉTARO                                                                                                                              
 |  |  |  | INSTITUTO TECNOLÓGICO DE LA CONSTRUCCIÓN |  A C                                                                                                                                                 
 |  |  |  | INSTITUTO TECNOLÓGICO DE LA CONSTRUCCIÓN - SEDE CHIHUAHUA                                                                                                                               
 |  |  |  | INSTITUTO TECNOLÓGICO DE LA CONSTRUCCIÓN - SEDE XALAPA                                                                                                                                    
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN                                                                                                                                                              
 |  |  |  | UNIVERSIDAD DEL VALLE DE TOLUCA |  S C                                                                                                                                                                 
 |  |  |  | UNIVERSIDAD PANAMERICANA - PLANTEL GUADALAJARA                                                                                                                                              
 |  |  |  | UNIVERSIDAD SALAZAR                                                                                                                                                                                      
 |  |  | Administración de la Educación FÍsica |  el Deporte y la Recreación | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE CHIHUAHUA                                                                                                                                                                
 |  |  | Administración de la Educación Superior | 
 |  |  |  | UNIVERSIDAD SALAZAR                                                                                                                                                                                      
 |  |  | Administración de la Empresa Industrial | 
 |  |  |  | UNIVERSIDAD IBEROAMERICANA PUEBLA                                                                                                                                                                
 |  |  | Administración de la Manufactura | 
 |  |  |  | FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS |  PUEBLA                                                                                                                                                 
 |  |  | Administración de la Seguridad e Higiene |  Salud Ocupacional y EcologÍa | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE COAHUILA                                                                                                                                                                  
 |  |  | Administración de la Trasformación | 
 |  |  |  | UNIVERSIDAD IBEROAMERICANA PUEBLA                                                                                                                                                                
 |  |  | Administración de las Comunicaciones | 
 |  |  |  | CENTRO DE ESTUDIOS EN ALTA DIRECCIÓN |  A C                                                                                                                                                         
 |  |  | Administración de las Telecomunicaciones | 
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY - CAMPUS CIUDAD DE MÉXICO                                                                                      
 |  |  | Administración de Negocios | 
 |  |  |  | CENTRO DE CIENCIAS JURÍDICAS DE PUEBLA                                                                                                                                                            
 |  |  |  | CENTRO DE ESTUDIOS EN ALTA DIRECCIÓN |  A C                                                                                                                                                         
 |  |  |  | CENTRO UNIVERSITARIO ALLENDE                                                                                                                                                                        
 |  |  |  | CENTRO UNIVERSITARIO GRUPO SOL |  S C                                                                                                                                                                
 |  |  |  | ESCUELA SUPERIOR DE NEGOCIOS S C  (UNIVERSIDAD ESUN)                                                                                                                                        
 |  |  |  | FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS |  PUEBLA                                                                                                                                                 
 |  |  |  | INSTITUTO DE ESTUDIOS SUPERIORES EN ADMINISTRACIÓN PÚBLICA Y PRIVADA |  A C                                                                                                             
 |  |  |  | INSTITUTO POLITÉCNICO NACIONAL                                                                                                                                                                       
 |  |  |  | UNIVERSIDAD DE NEGOCIOS ISEC                                                                                                                                                                          
 |  |  |  | UNIVERSIDAD DEL NOROESTE |  A C                                                                                                                                                                         
 |  |  |  | UNIVERSIDAD DEL NORTE |  A C                                                                                                                                                                              
 |  |  |  | UNIVERSIDAD HUMANISTA DE LAS AMÉRICAS                                                                                                                                                            
 |  |  |  | UNIVERSIDAD INTERAMERICANA DEL NORTE - SINALOA                                                                                                                                                
 |  |  |  | UNIVERSIDAD LATINA |  S C  - MORELOS                                                                                                                                                                    
 |  |  |  | UNIVERSIDAD LATINOAMERICANA |  S C                                                                                                                                                                     
 |  |  |  | UNIVERSIDAD PRIVADA DE IRAPUATO                                                                                                                                                                     
 |  |  |  | UNIVERSIDAD TECMILENIO - CAMPUS CIUDAD JUÁREZ                                                                                                                                                  
 |  |  |  | UNIVERSIDAD TECMILENIO - CAMPUS CHIHUAHUA                                                                                                                                                       
 |  |  |  | UNIVERSIDAD TECMILENIO - CAMPUS GUAYMAS                                                                                                                                                         
 |  |  |  | UNIVERSIDAD TECMILENIO - CAMPUS HERMOSILLO                                                                                                                                                     
 |  |  |  | UNIVERSIDAD TECMILENIO - CAMPUS MATAMOROS                                                                                                                                                     
 |  |  |  | UNIVERSIDAD TECMILENIO - CAMPUS MORELIA                                                                                                                                                          
 |  |  |  | UNIVERSIDAD TECMILENIO - CAMPUS NAVOJOA                                                                                                                                                         
 |  |  |  | UNIVERSIDAD TECMILENIO - CAMPUS SAN LUIS POTOSÍ                                                                                                                                                
 |  |  |  | UNIVERSIDAD TECMILENIO - CAMPUS TAPACHULA                                                                                                                                                       
 |  |  |  | UNIVERSIDAD TECMILENIO - CAMPUS VERACRUZ                                                                                                                                                        
 |  |  |  | UNIVERSIDAD TECMILENIO - CAMPUS VILLAHERMOSA                                                                                                                                                  
 |  |  |  | UNIVERSIDAD TECNOLÓGICA DE LA MIXTECA                                                                                                                                                            
 |  |  | Administración de Negocios AcuÍcolas | 
 |  |  |  | UNIVERSIDAD MARISTA DE MÉRIDA                                                                                                                                                                        
 |  |  | Administración de Negocios para Ejecutivos | 
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY - CAMPUS CIUDAD DE MÉXICO                                                                                      
 |  |  |  | UNIVERSIDAD AUTÓNOMA DEL CARMEN                                                                                                                                                                   
 |  |  | Administración de Organizaciones | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE CHIAPAS                                                                                                                                                                    
 |  |  | Administración de Organizaciones de Salud | 
 |  |  |  | UNIVERSIDAD LA SALLE |  A C                                                                                                                                                                                 
 |  |  | Administración de Organizaciones Educativas | 
 |  |  |  | FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS |  PUEBLA                                                                                                                                                 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE YUCATÁN                                                                                                                                                                  
 |  |  | Administración de Pequeñas y Medianas Empresas | 
 |  |  |  | BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA                                                                                                                                                    
 |  |  | Administración de Personal | 
 |  |  |  | UNIVERSIDAD DE GUANAJUATO                                                                                                                                                                            
 |  |  | Administración de Personal y Recursos Humanos | 
 |  |  |  | CENTRO MEXICANO DE ESTUDIOS DE POSGRADO |  A C                                                                                                                                                 
 |  |  | Administración de Recursos Hidráulicos | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE ZACATECAS                                                                                                                                                                
 |  |  | Administración de Recursos Humanos | 
 |  |  |  | INSTITUTO TECNOLÓGICO DE PACHUCA                                                                                                                                                                  
 |  |  |  | UNIVERSIAD HERNÁN CORTÉS                                                                                                                                                                              
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE CHIHUAHUA                                                                                                                                                             |    
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE SINALOA                                                                                                                                                                    
 |  |  |  | UNIVERSIDAD DE LONDRES                                                                                                                                                                                 
 |  |  |  | UNIVERSIDAD INTERAMERICANA DEL NORTE - SINALOA                                                                                                                                                
 |  |  |  | UNIVERSIDAD MESOAMERICANA DE SAN AGUSTÍN |  A C                                                                                                                                                 
 |  |  | Administración de Redes y Telecomunicaciones | 
 |  |  |  | UNIVERSIDAD DE LEÓN                                                                                                                                                                                      
 |  |  | Administración de Riesgos | 
 |  |  |  | INSTITUTO TECNOLÓGICO AUTÓNOMO DE MÉXICO                                                                                                                                                      
 |  |  | Administración de Servicios de Salud | 
 |  |  |  | BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA                                                                                                                                                    
 |  |  | Administración de Servicios de TecnologÍa de Información | 
 |  |  |  | UNIVERSIDAD IBEROAMERICANA                                                                                                                                                                           
 |  |  | Administración de Sistemas de Calidad | 
 |  |  |  | UNIVERSIDAD DEL VALLE DE MÉXICO                                                                                                                                                                      
 |  |  |  | UNIVERSIDAD DEL VALLE DE MÉXICO - CAMPUS QUERÉTARO                                                                                                                                          
 |  |  |  | UNIVERSIDAD DEL VALLE DE MÉXICO - CAMPUS SALTILLO                                                                                                                                             
 |  |  |  | UNIVERSIDAD DEL VALLE DE MÉXICO - CAMPUS SAN LUIS POTOSÍ                                                                                                                                    
 |  |  |  | UNIVERSIDAD DEL VALLE DE MEXICO - CAMPUS VILLAHERMOSA                                                                                                                                      
 |  |  |  | UNIVERSIDAD DEL VALLE DE MÉXICO - ESTADO DE MÉXICO                                                                                                                                            
 |  |  | Administración de Sistemas de Información | 
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY - CAMPUS SINALOA                                                                                                    
 |  |  | Administración de Sistemas de Productividad y Calidad | 
 |  |  |  | UNIVERSIDAD SIMÓN BOLÍVAR                                                                                                                                                                              
 |  |  | Administración de Sistemas de Salud | 
 |  |  |  | UNIVERSIDAD VERACRUZANA                                                                                                                                                                              
 |  |  | Administración de TecnologÍas de Información | 
 |  |  |  | INSTITUTO TECNOLÓGICO DE SONORA                                                                                                                                                                    
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY                                                                                                                           
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY - CAMPUS CENTRAL DE VERACRUZ                                                                                 
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY - CAMPUS CIUDAD JUÁREZ                                                                                           
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY - CAMPUS ESTADO DE MÉXICO                                                                                      
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY - CAMPUS LEÓN                                                                                                        
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY - CAMPUS SALTILLO                                                                                                   
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY - CAMPUS SAN LUIS POTOSÍ                                                                                          
 |  |  | Administración de TecnologÍas y Sistemas de Información | 
 |  |  |  | DIVISIÓN DE ESTUDIOS SUPERIORES DEL INSTITUTO    DE MARZO                                                                                                                                  
 |  |  |  | INSTITUTO UNIVERSITARIO ANGLO ESPAÑOL                                                                                                                                                            
 |  |  | Administración de Telecomunicaciones | 
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY                                                                                                                           
 |  |  | Administración del Capital Humano | 
 |  |  |  | UNIVERSIDAD DEL VALLE DE MÉXICO                                                                                                                                                                      
 |  |  |  | UNIVERSIDAD ETAC |  S C                                                                                                                                                                                     
 |  |  | Administración del Comercio Internacional | 
 |  |  |  | UNIVERSIDAD DE MONTERREY                                                                                                                                                                             
 |  |  | Administración del Desarrollo Regional | 
 |  |  |  | EL COLEGIO DE PUEBLA |  A C                                                                                                                                                                                
 |  |  | Administración e Impartición de Justicia | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DE NAYARIT                                                                                                                                                                    
 |  |  | Administración Educativa | 
 |  |  |  | CENTRO DE ESTUDIOS UNIVERSITARIOS                                                                                                                                                                  
 |  |  |  | CENTRO DE INVESTIGACIÓN PARA LA ADMINISTRACIÓN EDUCATIVA                                                                                                                                  
 |  |  |  | CENTRO DE INVESTIGACIÓN PARA LA ADMINISTRACIÓN EDUCATIVA - SAN LUIS POTOSÍ                                                                                                          
 |  |  |  | ESCUELA DE CIENCIAS DE LA EDUCACIÓN                                                                                                                                                                
 |  |  |  | INSTITUTO PEDAGÓGICO DE POSGRADO EN SONORA |  A C                                                                                                                                             
 |  |  |  | INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY - CAMPUS MAZATLÁN                                                                                                 
 |  |  |  | INSTITUTO VERACRUZANO DE EDUCACIÓN SUPERIOR                                                                                                                                                  
 |  |  |  | UNIVERSIDAD DEL VALLE DE ORIZABA                                                                                                                                                                    
 |  |  |  | UNIVERSIDAD LA SALLE BENAVENTE |  A C                                                                                                                                                                 
 |  |  | Administración Empresarial | 
 |  |  |  | INSTITUTO DE ESTUDIOS TECNOLÓGICOS Y SUPERIORES DE MATATIPAC |  A C                                                                                                                      
 |  |  | Administración en Sistemas de Salud | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO                                                                                                                                                    
 |  |  | Administración en: Administración de la TecnologÍa | 
 |  |  |  | CENTRO DE ENSEÑANZA TÉCNICA Y SUPERIOR                                                                                                                                                       |    
 |  |  | Administración en: Administración de Recursos para la Salud | 
 |  |  |  | CENTRO DE ENSEÑANZA TÉCNICA Y SUPERIOR                                                                                                                                                       |    
 |  |  | Administración en: Administración Financiera | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA ESPAÑA DE DURANGO                                                                                                                                                        
 |  |  | Administración en: Administración Pública | 
 |  |  |  | CENTRO DE ENSEÑANZA TÉCNICA Y SUPERIOR                                                                                                                                                          
 |  |  | Administración en: Administración y Mercadotecnia | 
 |  |  |  | UNIVERSIDAD AUTÓNOMA ESPAÑA DE DURANGO                                                                                                                                                        
 |  |  | Administración en: Alta Dirección | 
 |  |  |  | CENTRO DE ENSEÑANZA TÉCNICA Y SUPERIOR                                                                                                                                                       |    
 |  |  |  | ESCUELA BANCARIA Y COMERCIAL |  S C                                                                                                                                                                    
 |  |  |  | INSTITUTO DE ESTUDIOS SUPERIORES DE TAMAULIPAS |  A C                                                                                                                                           
 |  |  | Administración en: Cadena de Suministros | 
 |  |  |  | CENTRO DE ENSEÑANZA TÉCNICA Y SUPERIOR                                                                                                                                                       |    
